latitude	longitude	altitude	geometry	rmcSite	rmcDrive	rmcPose	firstSol	lastSol	xCorrected	yCorrected
-14.6010771233325	175.52687200553615		Point	128	20	224	1035	1037	1592.83	-865474.43
-14.601095680997842	175.52687537965713		Point	128	42	0	1038	1039	1593.03	-865475.53
-14.601085727340974	175.5269052406277		Point	128	52	0	1039	1041	1594.8	-865474.94
-14.601077292038548	175.52691519428458		Point	128	81	0	1041	1051	1595.39	-865474.44
-14.601110864542216	175.52689866109182		Point	128	115	0	1051	1062	1594.41	-865476.43
-14.601051986131258	175.52691013310312		Point	128	143	0	1062	1069	1595.09	-865472.94
-14.601030223050996	175.5269135072241		Point	128	188	0	1069	1070	1595.29	-865471.65
-14.601030223050996	175.5269135072241		Point	128	188	31	1070	1080	1595.29	-865471.65
-14.601030223050996	175.5269135072241		Point	128	188	106	1080	1085	1595.29	-865471.65
-14.601030223050996	175.5269135072241		Point	128	188	192	1085	1085	1595.29	-865471.65
-14.601026680223972	175.52688685166842		Point	128	213	0	1087	1089	1593.71	-865471.44
-14.601122842671662	175.5269600700935		Point	128	255	0	1090	1092	1598.05	-865477.14
-14.60115675258743	175.5270597753682		Point	128	282	0	1093	1094	1603.96	-865479.15
-14.601200616160062	175.5271228714304		Point	128	309	0	1094	1096	1607.7	-865481.75
-14.601215799704432	175.52714126038967		Point	128	316	0	1096	1102	1608.79	-865482.65
-14.601173623192288	175.52711629189452		Point	128	373	0	1102	1103	1607.31	-865480.15
-14.601102597945834	175.52694353690075		Point	128	424	0	1103	1107	1597.07	-865475.94
-14.600934229309349	175.52689849238578		Point	128	501	0	1107	1109	1594.4	-865465.96
-14.600919045764979	175.52690338486119		Point	128	598	0	1109	1114	1594.69	-865465.06
-14.600919045764979	175.52685699069784		Point	128	673	0	1114	1116	1591.94	-865465.06
-14.600789310813619	175.52681363324334		Point	128	718	0	1116	1119	1589.37	-865457.37
-14.60069163001149	175.52680840335583		Point	128	767	0	1119	1121	1589.06	-865451.58
-14.600559027057308	175.52691789358136		Point	128	858	0	1121	1123	1595.55	-865443.72
-14.600463202021713	175.52698588211894		Point	128	904	0	1123	1126	1599.58	-865438.04
-14.600406010671245	175.52698419505845		Point	128	921	0	1126	1132	1599.48	-865434.65
-14.60030175033322	175.52701894850446		Point	128	968	0	1132	1136	1601.54	-865428.47
-14.600259742527122	175.52708524998155		Point	128	1032	0	1136	1139	1605.47	-865425.98
-14.600291796676354	175.52713670532637		Point	128	1097	0	1139	1141	1608.52	-865427.88
-14.600269864890038	175.52713181285097		Point	128	1149	0	1141	1148	1608.23	-865426.58
-14.600321657646953	175.5269492729064		Point	128	1204	0	1148	1150	1597.41	-865429.65
-14.600464889082199	175.5269742414016		Point	128	1287	0	1150	1153	1598.89	-865438.14
-14.60052528584759	175.52692784723823		Point	128	1318	0	1153	1160	1596.14	-865441.72
-14.600563919532716	175.52690456580353		Point	128	1395	0	1160	1162	1594.76	-865444.01
-14.60050166700079	175.52690793992448		Point	128	1421	0	1162	1164	1594.96	-865440.32
-14.600506728182244	175.52690625286402		Point	129	0	0	1164	1166	1594.86	-865440.62
-14.600520224666132	175.5268996733281		Point	129	25	0	1166	1175	1594.47	-865441.42
-14.600526972908074	175.52690793992448		Point	129	48	0	1175	1182	1594.96	-865441.82
-14.600537601389135	175.52691839969953		Point	129	52	0	1182	1182	1595.58	-865442.45
-14.60049677452538	175.52697761552258		Point	129	112	0	1184	1187	1599.09	-865440.03
-14.600414445973673	175.52699904119075		Point	129	135	0	1187	1196	1600.36	-865435.15
-14.600400949489785	175.52700578943265		Point	129	140	0	1196	1201	1600.76	-865434.35
-14.600370582401041	175.52699566706977		Point	129	205	0	1201	1203	1600.16	-865432.55
-14.60032671882841	175.52693931924952		Point	129	258	0	1203	1205	1596.82	-865429.95
-14.600326699111413	175.5269393120145		Point	129	258	21	1205	1205	1596.8195711462	-865429.948831281
-14.600337516015518	175.52692818465033		Point	129	262	0	1210	1210	1596.16	-865430.59
-14.600372095877159	175.52690119515782		Point	129	273	16	1211	1215	1594.560205996	-865432.639710839
-14.600361978392563	175.52691603781483		Point	129	283	0	1215	1219	1595.44	-865432.04
-14.600417820094643	175.52704222993918		Point	129	392	0	1221	1223	1602.92	-865435.35
-14.600411071852701	175.52704729112062		Point	130	0	0	1223	1232	1603.22	-865434.95
-14.600406010671245	175.52702890216133		Point	130	37	0	1232	1235	1602.13	-865434.65
-14.600406010671245	175.52705049653554		Point	130	82	0	1235	1237	1603.41	-865434.65
-14.600407697731729	175.52704880947505		Point	130	129	0	1237	1247	1603.31	-865434.75
-14.600419507155129	175.52703902452424		Point	130	133	0	1247	1247	1602.73	-865435.45
-14.600427942457559	175.5270489781811		Point	130	194	0	1250	1293	1603.32	-865435.95
-14.60043131657853	175.52704391699965		Point	130	201	0	1293	1296	1603.02	-865436.15
-14.600433003639015	175.52704222993918		Point	130	230	0	1296	1298	1602.92	-865436.25
-14.600406010671245	175.52698419505845		Point	130	329	0	1298	1300	1599.48	-865434.65
-14.600384078884927	175.52699077459434		Point	130	337	0	1300	1300	1599.87	-865433.35
-14.60035539885667	175.52699904119075		Point	130	346	0	1301	1304	1600.36	-865431.65
-14.600315078111057	175.52699077459434		Point	130	360	0	1304	1306	1599.87	-865429.26
-14.600331611303819	175.52688448978373		Point	130	401	0	1306	1310	1593.57	-865430.24
-14.600452573540652	175.52671865173798		Point	130	475	0	1310	1312	1583.74	-865437.41
-14.600521236902424	175.52661084857294		Point	131	0	0	1312	1315	1577.35	-865441.48
-14.60056813718393	175.5264731844373		Point	131	37	0	1315	1323	1569.19	-865444.26
-14.600874169956056	175.52633231488673		Point	131	126	0	1323	1332	1560.84	-865462.4
-14.600881424316144	175.52633147135649		Point	131	128	0	1332	1332	1560.79	-865462.83
-14.601064301672807	175.52632573535084		Point	131	259	0	1334	1337	1560.45	-865473.67
-14.601075942390159	175.5262992485012		Point	131	310	0	1337	1346	1558.88	-865474.36
-14.601062277200224	175.52613998999135		Point	131	377	0	1346	1347	1549.44	-865473.55
-14.601001374316684	175.52598579266294		Point	131	434	0	1348	1348	1540.3	-865469.94
-14.600873157719764	175.52580983225428		Point	131	511	0	1349	1350	1529.87	-865462.34
-14.600778851038607	175.52572024934247		Point	131	542	0	1351	1352	1524.56	-865456.75
-14.600810905187839	175.52583311368898		Point	131	651	0	1352	1354	1531.25	-865458.65
-14.600937434724274	175.5259741519456		Point	131	708	0	1354	1359	1539.61	-865466.15
-14.60093574766379	175.5259741519456		Point	132	0	0	1359	1362	1539.61	-865466.05
-14.600933048367011	175.52598933548998		Point	132	4	0	1362	1362	1540.51	-865465.89
-14.600433678463212	175.525676891888		Point	132	184	0	1363	1371	1521.99	-865436.29
-14.6001138117951	175.52562358077665		Point	132	271	0	1371	1373	1518.83	-865417.33
-14.600039749839773	175.52567503612147		Point	132	344	0	1373	1375	1521.88	-865412.94
-14.600038062779289	175.52567503612147		Point	132	358	0	1375	1378	1521.88	-865412.84
-14.600026422061937	175.52567334906098		Point	132	370	0	1378	1380	1521.78	-865412.15
-14.600070116928517	175.52567992859687		Point	132	454	0	1380	1384	1522.17	-865414.74
-14.600078552230949	175.5256716620005		Point	132	558	0	1385	1386	1521.68	-865415.24
-14.600080239291433	175.52567334906098		Point	132	596	0	1387	1387	1521.78	-865415.34
-14.600081926351917	175.52567334906098		Point	132	649	0	1388	1388	1521.78	-865415.44
-14.600088505887813	175.52563353443352		Point	132	680	0	1389	1389	1519.42	-865415.83
-14.600128826633425	175.5255987809875		Point	132	724	0	1390	1390	1517.36	-865418.22
-14.600186186689943	175.52564686221135		Point	132	770	0	1391	1391	1520.21	-865421.62
-14.600171171851619	175.52575466537638		Point	132	807	0	1392	1392	1526.6	-865420.73
-14.600158012779827	175.5258641556019		Point	132	860	0	1393	1394	1533.09	-865419.95
-14.599981546253014	175.5260050251525		Point	132	954	0	1395	1395	1541.44	-865409.49
-14.599954721991288	175.52609629512477		Point	132	1000	0	1396	1396	1546.85	-865407.9
-14.599939875859013	175.5262040982898		Point	132	1057	0	1397	1397	1553.24	-865407.02
-14.599744514254756	175.52621388324062		Point	132	1165	0	1398	1398	1553.82	-865395.44
-14.59978685947295	175.526298404971		Point	132	1206	0	1399	1399	1558.83	-865397.95
-14.599780279937058	175.52636487515412		Point	132	1265	0	1400	1400	1562.77	-865397.56
-14.599768470513656	175.52636150103314		Point	132	1273	0	1401	1402	1562.57	-865396.86
-14.599805417138295	175.52635154737627		Point	132	1338	0	1403	1403	1561.98	-865399.05
-14.599760035211224	175.52636150103314		Point	132	1359	0	1404	1404	1562.57	-865396.36
-14.599751599908798	175.52636318809363		Point	132	1370	0	1405	1405	1562.67	-865395.86
-14.599744851666854	175.52636487515412		Point	132	1377	0	1406	1406	1562.77	-865395.46
-14.59973810342491	175.5263665622146		Point	132	1384	0	1407	1407	1562.87	-865395.06
-14.59973810342491	175.5263665622146		Point	133	0	0	1408	1409	1562.87	-865395.06
-14.59973810342491	175.5263665235707		Point	133	0	25	1409	1411	1562.867709395	-865395.06
-14.59973810342491	175.52636649520406		Point	133	0	76	1411	1424	1562.8660279709	-865395.06
-14.59973810342491	175.5263664981925		Point	133	0	85	1424	1429	1562.8662051085	-865395.06
-14.599736416364422	175.52636808056903		Point	133	5	0	1430	1431	1562.96	-865394.96
-14.599736320255357	175.52636808056903		Point	133	5	13	1431	1431	1562.96	-865394.954303164
-14.599736322560926	175.52636808056903		Point	133	5	68	1432	1436	1562.96	-865394.954439826
-14.599733042243454	175.52636808056903		Point	133	10	0	1436	1440	1562.96	-865394.76
-14.59972983682853	175.52636976762952		Point	133	16	0	1441	1442	1563.06	-865394.57
-14.59972983682853	175.52636976762952		Point	133	16	14	1442	1442	1563.06	-865394.57
-14.59972983682853	175.52636976762952		Point	133	16	22	1443	1448	1563.06	-865394.57
-14.59972983682853	175.52636976762952		Point	133	16	37	1448	1448	1563.06	-865394.57
-14.59972983682853	175.52636976762952		Point	133	16	41	1450	1457	1563.06	-865394.57
-14.59972983682853	175.52636976762952		Point	133	17	0	1458	1459	1563.06	-865394.57
-14.599724775647074	175.52637145469		Point	133	23	0	1460	1463	1563.16	-865394.27
-14.599724775647074	175.52637145469		Point	133	25	0	1464	1464	1563.16	-865394.27
-14.599723088586588	175.52637145469		Point	133	27	0	1465	1466	1563.16	-865394.17
-14.599723088586588	175.52637145469		Point	134	0	0	1467	1470	1563.16	-865394.17
-14.599723088586588	175.52637145469		Point	134	0	18	1471	1473	1563.16	-865394.17
-14.599723088586588	175.52637145469		Point	134	0	30	1473	1473	1563.16	-865394.17
-14.599723088586588	175.52637145469		Point	134	0	51	1474	1482	1563.16	-865394.17
-14.599723088586588	175.52637145469		Point	134	0	79	1482	1482	1563.16	-865394.17
-14.599723088586588	175.52637145469		Point	134	2	0	1709	1709	1563.16	-865394.17
-14.599724269528926	175.5263690928053		Point	134	15	0	1714	1715	1563.02	-865394.24
-14.599724944353122	175.52636436903597		Point	134	25	0	1716	1716	1562.74	-865394.28
-14.599724775647074	175.52636335679966		Point	134	27	0	1717	1718	1562.68	-865394.27
-14.599724775647074	175.52636335679966		Point	134	31	0	1719	1720	1562.68	-865394.27
-14.599724775647074	175.52636318809363		Point	135	0	0	1721	1721	1562.67	-865394.27
-14.599724775647074	175.52636318809363		Point	135	8	0	1722	1723	1562.67	-865394.27
-14.599724775647074	175.52636318809363		Point	135	13	0	1724	1724	1562.67	-865394.27
-14.59972291988054	175.52636048879685		Point	135	18	0	1725	1763	1562.51	-865394.16
-14.5997214015261	175.52635812691216		Point	135	25	0	1763	1768	1562.37	-865394.07
-14.59972291988054	175.52635154737627		Point	135	55	0	1768	1772	1561.98	-865394.16
-14.599720726701907	175.52634631748876		Point	135	57	0	1772	1782	1561.67	-865394.03
-14.599679225013956	175.52635981397268		Point	135	89	0	1783	1793	1562.47	-865391.57
-14.599645652510286	175.52641126931746		Point	135	126	0	1794	1798	1565.52	-865389.58
-14.59964413415585	175.52641768014732		Point	135	128	0	1798	1798	1565.9	-865389.49
-14.599709760808748	175.52645766348084		Point	135	191	0	1799	1805	1568.27	-865393.38
-14.599709760808748	175.52645766348084		Point	135	193	0	1806	1806	1568.27	-865393.38
-14.59971313492972	175.52646272466228		Point	135	225	0	1807	1809	1568.57	-865393.58
-14.59971313492972	175.52644939688446		Point	135	248	0	1810	1811	1567.78	-865393.58
-14.599738440837008	175.52649427269338		Point	135	295	0	1811	1813	1570.44	-865395.08
-14.599768807925754	175.52652733907888		Point	135	434	0	1814	1816	1572.4	-865396.88
-14.599770494986238	175.5265290261394		Point	135	504	0	1817	1818	1572.5	-865396.98
-14.5997634093322	175.52651873507043		Point	135	617	0	1819	1820	1571.89	-865396.56
-14.59976205968381	175.52651569836155		Point	135	625	0	1821	1823	1571.71	-865396.48
-14.599755311441864	175.52654555933213		Point	135	708	0	1824	1825	1573.48	-865396.08
-14.599755311441864	175.5265489334531		Point	135	857	0	1826	1826	1573.68	-865396.08
-14.599755311441864	175.5265489334531		Point	135	863	0	1827	1829	1573.68	-865396.08
-14.599691203143406	175.52647925785504		Point	135	906	0	1830	1830	1569.55	-865392.28
-14.599642447095366	175.52650743176517		Point	136	0	0	1831	1831	1571.22	-865389.39
-14.599654256518765	175.5265040576442		Point	136	39	0	1832	1833	1571.02	-865390.09
-14.59962405813607	175.52652396495793		Point	136	74	0	1834	1836	1572.2	-865388.3
-14.599592003986839	175.52652227789744		Point	136	101	0	1837	1837	1572.1	-865386.4
-14.599592003986839	175.52651401130106		Point	136	133	0	1838	1839	1571.61	-865386.4
-14.599573446321497	175.52650743176517		Point	136	166	0	1840	1841	1571.22	-865385.3
-14.599560118543657	175.52653054449382		Point	136	232	0	1842	1843	1572.59	-865384.51
-14.599560118543657	175.52652565201842		Point	136	268	0	1843	1845	1572.3	-865384.51
-14.599560118543657	175.52652565201842		Point	136	272	0	1846	1847	1572.3	-865384.51
-14.599560118543657	175.52652565201842		Point	136	284	0	1848	1850	1572.3	-865384.51
-14.599517942031513	175.52646424301673		Point	136	318	0	1851	1854	1568.66	-865382.01
-14.599492130006078	175.52619380722086		Point	136	374	0	1854	1856	1552.63	-865380.48
-14.599370155532954	175.52579059976475		Point	136	476	0	1856	1858	1528.73	-865373.25
-14.599531438515399	175.52567638576986		Point	136	525	0	1858	1861	1521.96	-865382.81
-14.599546622059771	175.52566811917347		Point	136	529	0	1861	1861	1521.47	-865383.71
-14.599859234367791	175.5254393537716		Point	136	639	0	1867	1868	1507.91	-865402.24
-14.60008648141523	175.5253681598191		Point	137	0	0	1869	1870	1503.69	-865415.71
-14.600291627970304	175.52533846755455		Point	137	59	0	1870	1871	1501.93	-865427.87
-14.600348988026822	175.52538334336347		Point	137	88	0	1871	1886	1504.59	-865431.27
-14.600357423329253	175.5253733897066		Point	137	130	0	1886	1889	1504	-865431.77
-14.600369401458702	175.52537659512154		Point	137	166	0	1890	1891	1504.19	-865432.48
-14.60036366545305	175.52537524547313		Point	137	178	0	1891	1892	1504.11	-865432.14
-14.60036366545305	175.52537524547313		Point	137	180	0	1893	1893	1504.11	-865432.14
-14.600362484510708	175.5253733897066		Point	137	195	0	1895	1897	1504	-865432.07
-14.600361978392563	175.52537322100056		Point	137	202	0	1898	1898	1503.99	-865432.04
-14.60036113486232	175.52537288358846		Point	137	231	0	1900	1908	1503.97	-865431.99
-14.60036113486232	175.52537288358846		Point	137	232	0	1908	1913	1503.97	-865431.99
-14.60036113486232	175.52537288358846		Point	137	233	0	1913	1916	1503.97	-865431.99
-14.60036113486232	175.52537288358846		Point	137	234	0	1916	1933	1503.97	-865431.99
-14.60036113486232	175.52537288358846		Point	137	235	0	1933	1933	1503.97	-865431.99
-14.60036113486232	175.52537288358846		Point	137	249	284	1963	1963	1503.97	-865431.99
-14.60036113486232	175.52537288358846		Point	138	0	1	2072	2072	1503.97	-865431.99
-14.60036113486232	175.5253730522945		Point	138	4	0	2079	2088	1503.98	-865431.99
-14.60036113486232	175.5253730522945		Point	138	5	0	2088	2088	1503.98	-865431.99
-14.600360966156272	175.52537288358846		Point	138	6	0	2090	2090	1503.97	-865431.98
-14.600360797450223	175.52537288358846		Point	138	8	0	2092	2092	1503.97	-865431.97
-14.600360797450223	175.52537288358846		Point	138	14	0	2095	2095	1503.97	-865431.97
-14.600360797450223	175.52537288358846		Point	138	15	0	2099	2099	1503.97	-865431.97
-14.600360797450223	175.52537288358846		Point	138	32	1	2104	2104	1503.97	-865431.97
-14.600360797450223	175.52537288358846		Point	138	36	0	2105	2109	1503.97	-865431.97
-14.600360797450223	175.52537288358846		Point	138	56	0	2109	2109	1503.97	-865431.97
-14.600360797450223	175.52537288358846		Point	138	60	0	2110	2113	1503.97	-865431.97
-14.600360797450223	175.52537288358846		Point	138	70	0	2113	2117	1503.97	-865431.97
-14.600360797450223	175.52537288358846		Point	138	81	0	2117	2117	1503.97	-865431.97
-14.600360797450223	175.52537288358846		Point	138	92	0	2118	2118	1503.97	-865431.97
-14.600360628744173	175.52537288358846		Point	138	96	0	2120	2120	1503.97	-865431.96
-14.600360797450223	175.52537288358846		Point	138	130	0	2122	2122	1503.97	-865431.97
-14.600360628744173	175.52537288358846		Point	138	146	0	2126	2129	1503.97	-865431.96
-14.600360628744173	175.52537288358846		Point	138	147	0	2130	2130	1503.97	-865431.96
-14.600360797450223	175.5253730522945		Point	138	149	0	2132	2132	1503.98	-865431.97
-14.600360628744173	175.5253727148824		Point	138	170	0	2136	2138	1503.96	-865431.96
-14.600360460038125	175.5253727148824		Point	138	199	0	2138	2138	1503.96	-865431.95
-14.600360291332075	175.5253727148824		Point	138	216	0	2140	2140	1503.96	-865431.94
-14.600360291332075	175.5253727148824		Point	138	224	0	2143	2143	1503.96	-865431.94
-14.600360797450223	175.5253730522945		Point	138	289	0	2145	2147	1503.98	-865431.97
-14.60036113486232	175.52537322100056		Point	138	349	0	2147	2147	1503.99	-865431.99
-14.600361640980468	175.5253733897066		Point	138	412	0	2150	2151	1504	-865432.02
-14.600361640980468	175.5253733897066		Point	138	413	0	2151	2151	1504	-865432.02
-14.600362147098613	175.52537355841264		Point	138	484	0	2152	2154	1504.01	-865432.05
-14.600363496746999	175.5253744019429		Point	138	656	0	2154	2156	1504.06	-865432.13
-14.60036450898329	175.5253750767671		Point	138	789	0	2156	2158	1504.1	-865432.19
-14.600365352513535	175.52537608900337		Point	138	923	0	2158	2161	1504.16	-865432.24
-14.600365521219585	175.52537625770944		Point	138	1008	0	2161	2165	1504.17	-865432.25
-14.60036585863168	175.52537659512154		Point	138	1110	0	2165	2169	1504.19	-865432.27
-14.60036585863168	175.52537659512154		Point	138	1230	0	2169	2209	1504.19	-865432.27
